State,Pollster,Grade,Sample,Date,weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang
US,Harris Insights & Analytics,C+,488  rv,Jan-16,0,24,5,2,0,0,13,0,5,0
US,Morning Consult,B/C,674  rv,Jan-14,0,32,1,2,0,1,15,0,9,0
US,Morning Consult,B/C,4749  lv,Jan-13,0,31,4,3,0,2,23,0,11,0
US,Morning Consult,B/C,699  rv,1-Jun,0,27,1,3,0,2,16,0,4,0
New Hampshire,Change Research,C,1162  lv,1-Mar,0,24,2,3,0,2,26,1,11,0
Iowa,Change Research,C,1291  lv,Dec-17,0,20,1,4,0,5,20,0,7,0
US,Change Research,C,2968  lv,Dec-17,0,21,2,4,0,3,16,1,7,0
US,Morning Consult,B/C,706  rv,Dec-16,0,25,2,3,0,1,15,0,3,0
US,McLaughlin & Associates,C/D,468  lv,Dec-14,0,17,2,2,0,1,18,0,4,0
Iowa,Selzer & Co.,A+,455  lv,Dec-13,0,32,3,4,0,3,19,0,8,0
Iowa,David Binder Research,-,500  lv,12-Nov,0,30,2,6,0,10,13,0,9,0
US,SSRS,A/B,424  rv,12-Sep,0,33,2,6,0,3,14,0,4,0
US,SSRS,A/B,463  a,12-Sep,0,30,3,5,0,3,14,0,3,0
US,Emerson College,A-,320  lv,12-Sep,0,26,0,0,0,0,22,0,7,0
US,Harris Insights & Analytics,C+,449  rv,Nov-28,0,28,4,4,0,0,21,0,5,0
US,Harris Insights & Analytics,C+,459  rv,Nov-28,0,25,2,3,0,0,15,0,4,0
Massachusetts,YouGov,B-,655  rv,Nov-14,0.7,19,0,3,0,3,14,0,11,0
US,Morning Consult,B/C,733  rv,11-Sep,0,26,2,3,0,1,19,0,5,0
US,Harris Insights & Analytics,C+,370  rv,11-Jun,0,30,5,5,0,0,20,0,5,0
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
,,,  ,,,,,,,,,,,
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,1/0,0,0,0,0,0,0,0,0,0,0
